tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol
5/3/2025,2025,05,Jakarta Selatan,2774,225,23,3,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,<17,Ya
9/22/2025,2025,09,Jakarta Timur,3179,418,28,12,Hujan,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,17-25,Tidak
4/25/2024,2024,04,Medan,3158,281,27,16,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,>50,Tidak
8/9/2022,2022,08,Bandung,2146,240,24,17,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,<40,Lurus,Laki-laki,26-45,Tidak
4/12/2021,2021,04,Surabaya,3127,361,26,40,Cerah,Malam,Bus,Kurang Jarak Aman,Jalan Kota,Baik,>60,Lurus,Laki-laki,>50,Ya
11/18/2024,2024,11,Bandung,1837,435,28,23,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,17-25,Ya
8/23/2022,2022,08,Yogyakarta,1647,329,28,5,Hujan,Malam,Motor,Rem Blong,Jalan Kota,Rusak,40-60,Simpang T,Perempuan,26-45,Tidak
5/31/2025,2025,05,Medan,3481,387,22,28,Cerah,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,17-25,Tidak
10/15/2022,2022,10,Surabaya,1633,315,29,7,Cerah,Malam,Motor,Rem Blong,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,<17,Tidak
7/26/2022,2022,07,Bandung,4721,185,24,65,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,26-45,Ya
3/5/2025,2025,03,Jakarta Timur,4184,449,21,4,Cerah,Pagi,Truk,Rem Blong,Jalan Nasional,Rusak,40-60,Simpang T,Perempuan,<17,Tidak
11/2/2022,2022,11,Bekasi,4032,147,26,5,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Simpang 4,Perempuan,>50,Tidak
7/2/2022,2022,07,Palembang,3148,361,24,26,Cerah,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,26-45,Ya
9/1/2021,2021,09,Medan,3736,439,20,59,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Provinsi,Baik,<40,Simpang T,Perempuan,<17,Ya
5/18/2021,2021,05,Makassar,2324,282,27,8,Cerah,Siang,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,17-25,Ya
3/2/2025,2025,03,Bandung,3631,412,22,25,Cerah,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,>60,Tikungan,Laki-laki,17-25,Ya
7/6/2024,2024,07,Jakarta Selatan,3909,202,26,9,Hujan,Siang,Truk,Rem Blong,Jalan Provinsi,Berlubang,>60,Simpang 4,Perempuan,>50,Ya
11/30/2022,2022,11,Semarang,1643,481,29,16,Cerah,Siang,Bus,Kondisi Jalan,Jalan Kota,Baik,40-60,Simpang T,Laki-laki,17-25,Ya
12/18/2022,2022,12,Bandung,2149,193,23,38,Hujan,Malam,Motor,Kondisi Jalan,Jalan Provinsi,Baik,>60,Simpang 4,Perempuan,26-45,Tidak
3/12/2021,2021,03,Jakarta Selatan,2298,145,20,36,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang 4,Laki-laki,<17,Ya
4/12/2021,2021,04,Medan,1054,192,30,0,Cerah,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,17-25,Tidak
10/2/2022,2022,10,Palembang,4654,486,24,24,Cerah,Malam,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,>50,Tidak
9/1/2025,2025,09,Medan,3657,468,22,11,Cerah,Pagi,Truk,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,17-25,Tidak
11/9/2022,2022,11,Yogyakarta,3559,140,30,42,Cerah,Malam,Mobil,Rem Blong,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,17-25,Ya
12/14/2025,2025,12,Bandung,1549,275,26,7,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Simpang 4,Laki-laki,17-25,Tidak
11/29/2024,2024,11,Surabaya,2560,242,20,51,Hujan,Malam,Truk,Kelalaian Pengemudi,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,17-25,Ya
10/18/2024,2024,10,Bekasi,2399,362,26,41,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,26-45,Tidak
12/28/2025,2025,12,Jakarta Selatan,4855,126,28,22,Hujan,Malam,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,>50,Tidak
5/9/2022,2022,05,Semarang,3862,297,24,3,Hujan,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Lurus,Perempuan,17-25,Ya
1/15/2023,2023,01,Jakarta Selatan,4119,244,22,47,Cerah,Siang,Bus,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Simpang 4,Perempuan,>50,Ya
5/1/2024,2024,05,Bekasi,1358,413,21,17,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,26-45,Ya
9/30/2024,2024,09,Yogyakarta,1771,416,25,20,Hujan,Malam,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
7/11/2023,2023,07,Surabaya,1444,174,28,32,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang T,Perempuan,<17,Ya
6/23/2021,2021,06,Surabaya,2963,428,22,16,Hujan,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,40-60,Simpang Y,Perempuan,>50,Ya
1/19/2023,2023,01,Palembang,3156,315,21,17,Cerah,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang T,Laki-laki,>50,Tidak
12/12/2023,2023,12,Makassar,3159,132,28,32,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Simpang 4,Perempuan,<17,Ya
4/1/2025,2025,04,Bandung,1043,269,20,44,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Kota,Rusak,<40,Lurus,Perempuan,>50,Ya
5/2/2022,2022,05,Jakarta Selatan,4839,325,24,29,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Kota,Baik,>60,Simpang 4,Laki-laki,26-45,Tidak
7/12/2021,2021,07,Yogyakarta,4978,222,24,7,Hujan,Malam,Bus,Rem Blong,Jalan Nasional,Baik,>60,Simpang 4,Perempuan,<17,Tidak
9/15/2025,2025,09,Bandung,1309,328,22,44,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,17-25,Ya
2/14/2024,2024,02,Jakarta Timur,3015,146,29,32,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Lurus,Laki-laki,26-45,Ya
1/29/2023,2023,01,Makassar,1515,161,24,9,Hujan,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Baik,<40,Lurus,Perempuan,17-25,Ya
3/5/2021,2021,03,Jakarta Timur,4584,463,27,17,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,17-25,Ya
7/22/2022,2022,07,Bekasi,1874,241,26,52,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,17-25,Ya
9/8/2023,2023,09,Makassar,1448,285,23,11,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Lurus,Laki-laki,<17,Ya
2/4/2025,2025,02,Medan,2046,389,30,72,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Kota,Rusak,>60,Tikungan,Perempuan,<17,Tidak
2/6/2023,2023,02,Bekasi,2055,308,27,34,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,<17,Ya
10/20/2021,2021,10,Bandung,3021,231,20,30,Hujan,Siang,Truk,Kondisi Jalan,Jalan Kota,Baik,<40,Lurus,Perempuan,>50,Tidak
4/3/2023,2023,04,Palembang,2089,463,24,44,Hujan,Siang,Mobil,Rem Blong,Jalan Kota,Berlubang,40-60,Simpang 4,Perempuan,26-45,Tidak
2/22/2021,2021,02,Surabaya,2322,242,29,18,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
10/26/2022,2022,10,Medan,3112,402,20,7,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Baik,40-60,Simpang Y,Laki-laki,17-25,Ya
12/19/2025,2025,12,Surabaya,2398,484,21,16,Cerah,Siang,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,26-45,Ya
8/24/2024,2024,08,Bekasi,1812,394,24,43,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Lurus,Laki-laki,26-45,Ya
9/5/2022,2022,09,Medan,1526,164,27,31,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang T,Laki-laki,26-45,Ya
12/4/2025,2025,12,Makassar,1790,233,26,13,Cerah,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Baik,>60,Simpang 4,Laki-laki,26-45,Tidak
10/6/2024,2024,10,Bekasi,4423,123,28,41,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Simpang T,Laki-laki,>50,Ya
1/4/2024,2024,01,Surabaya,4152,241,30,6,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Tikungan,Laki-laki,>50,Ya
4/15/2024,2024,04,Yogyakarta,4196,259,29,14,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Baik,>60,Simpang 4,Laki-laki,>50,Ya
11/26/2025,2025,11,Yogyakarta,4571,243,22,10,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,<17,Ya
6/5/2021,2021,06,Bekasi,2442,337,28,13,Hujan,Siang,Mobil,Rem Blong,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,<17,Ya
4/25/2025,2025,04,Bandung,1914,317,30,14,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,<17,Ya
11/2/2021,2021,11,Surabaya,1860,161,30,28,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang T,Perempuan,17-25,Tidak
6/3/2022,2022,06,Palembang,3372,234,28,9,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Baik,>60,Simpang Y,Perempuan,<17,Ya
11/15/2023,2023,11,Jakarta Selatan,2106,486,20,18,Cerah,Pagi,Truk,Kecepatan Berlebih,Jalan Kota,Baik,40-60,Tikungan,Perempuan,>50,Tidak
7/15/2021,2021,07,Jakarta Timur,1872,233,29,21,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Lurus,Laki-laki,17-25,Ya
3/9/2022,2022,03,Yogyakarta,2633,354,21,21,Cerah,Siang,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,<40,Simpang Y,Perempuan,>50,Ya
1/4/2024,2024,01,Bekasi,1122,171,25,23,Hujan,Siang,Bus,Kondisi Jalan,Jalan Kota,Baik,<40,Simpang T,Perempuan,>50,Tidak
5/23/2025,2025,05,Jakarta Timur,1830,386,28,7,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,26-45,Ya
9/10/2025,2025,09,Jakarta Timur,3949,110,30,12,Hujan,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Rusak,>60,Simpang Y,Perempuan,17-25,Ya
11/21/2025,2025,11,Yogyakarta,1458,107,20,51,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Berlubang,40-60,Lurus,Laki-laki,>50,Tidak
12/29/2022,2022,12,Palembang,4909,197,21,1,Hujan,Siang,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Simpang T,Perempuan,26-45,Tidak
1/19/2024,2024,01,Semarang,3529,345,30,35,Cerah,Pagi,Bus,Rem Blong,Jalan Provinsi,Rusak,>60,Tikungan,Laki-laki,>50,Tidak
7/1/2023,2023,07,Yogyakarta,2572,319,25,5,Cerah,Malam,Motor,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Lurus,Perempuan,26-45,Ya
10/24/2025,2025,10,Jakarta Timur,4020,298,29,56,Hujan,Dini Hari,Bus,Rem Blong,Jalan Provinsi,Rusak,40-60,Tikungan,Perempuan,>50,Ya
1/27/2023,2023,01,Bandung,4087,452,25,2,Cerah,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Tikungan,Laki-laki,26-45,Ya
8/1/2022,2022,08,Palembang,3171,123,21,8,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,>60,Simpang 4,Laki-laki,17-25,Ya
9/25/2024,2024,09,Bandung,3756,298,22,13,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,>50,Ya
7/23/2022,2022,07,Bekasi,1675,216,27,36,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Lurus,Laki-laki,<17,Tidak
1/13/2022,2022,01,Yogyakarta,3112,479,29,12,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang Y,Perempuan,>50,Ya
11/2/2021,2021,11,Bandung,3914,379,20,59,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Simpang T,Laki-laki,17-25,Tidak
6/11/2023,2023,06,Surabaya,3628,345,25,38,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,17-25,Ya
11/10/2025,2025,11,Palembang,4162,105,28,40,Hujan,Pagi,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,17-25,Tidak
9/17/2022,2022,09,Jakarta Timur,1890,125,24,12,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Simpang 4,Laki-laki,26-45,Tidak
1/15/2022,2022,01,Bekasi,4099,177,26,39,Cerah,Malam,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Baik,>60,Simpang 4,Laki-laki,>50,Tidak
4/18/2025,2025,04,Palembang,2599,467,27,35,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Provinsi,Berlubang,40-60,Simpang Y,Laki-laki,>50,Ya
1/9/2025,2025,01,Jakarta Selatan,3558,182,30,46,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,<40,Simpang T,Perempuan,17-25,Tidak
1/26/2025,2025,01,Jakarta Timur,3572,125,27,12,Cerah,Pagi,Motor,Kecepatan Berlebih,Jalan Kota,Baik,<40,Tikungan,Laki-laki,>50,Ya
11/18/2025,2025,11,Palembang,3405,493,25,27,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Perempuan,26-45,Ya
9/10/2021,2021,09,Medan,1479,322,27,1,Hujan,Malam,Truk,Kondisi Jalan,Jalan Kota,Rusak,>60,Lurus,Perempuan,<17,Tidak
8/28/2025,2025,08,Bandung,1908,258,26,0,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,17-25,Tidak
1/7/2023,2023,01,Semarang,2720,452,24,43,Cerah,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,26-45,Ya
10/2/2025,2025,10,Makassar,2024,245,25,18,Cerah,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Baik,40-60,Simpang T,Perempuan,17-25,Ya
9/16/2021,2021,09,Palembang,4000,253,28,33,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Tikungan,Laki-laki,>50,Ya
7/25/2023,2023,07,Semarang,3222,236,30,52,Cerah,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,>50,Tidak
6/7/2023,2023,06,Makassar,4631,183,30,18,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang T,Laki-laki,<17,Ya
1/18/2021,2021,01,Bekasi,3667,426,26,55,Cerah,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang 4,Perempuan,>50,Ya
9/16/2024,2024,09,Palembang,2697,195,30,3,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,26-45,Ya
7/26/2022,2022,07,Jakarta Selatan,4214,214,25,32,Cerah,Pagi,Motor,Rem Blong,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,>50,Tidak
4/24/2022,2022,04,Bekasi,3630,441,27,9,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Simpang Y,Perempuan,17-25,Ya
2/14/2023,2023,02,Surabaya,1527,353,25,2,Hujan,Malam,Motor,Rem Blong,Jalan Nasional,Baik,<40,Lurus,Perempuan,>50,Tidak
1/8/2023,2023,01,Medan,1683,161,26,22,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Ya
1/10/2023,2023,01,Makassar,3738,215,20,55,Hujan,Dini Hari,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Lurus,Perempuan,26-45,Tidak
3/29/2022,2022,03,Palembang,4231,227,28,5,Cerah,Malam,Mobil,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Simpang T,Laki-laki,17-25,Ya
9/19/2021,2021,09,Bandung,2655,116,24,23,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang T,Perempuan,26-45,Ya
6/24/2023,2023,06,Medan,3071,349,28,17,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,40-60,Lurus,Laki-laki,<17,Ya
3/10/2025,2025,03,Palembang,2745,264,30,20,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,17-25,Tidak
10/6/2025,2025,10,Bekasi,4462,263,21,32,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,>60,Tikungan,Perempuan,17-25,Tidak
10/17/2025,2025,10,Semarang,2606,399,24,4,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,<40,Simpang 4,Laki-laki,26-45,Ya
1/1/2022,2022,01,Medan,4607,401,20,1,Cerah,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,26-45,Ya
5/21/2024,2024,05,Bandung,1873,240,24,53,Cerah,Malam,Mobil,Rem Blong,Jalan Provinsi,Rusak,>60,Simpang 4,Perempuan,<17,Tidak
5/4/2022,2022,05,Surabaya,3384,195,29,1,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Kota,Baik,>60,Simpang Y,Perempuan,26-45,Tidak
5/21/2025,2025,05,Semarang,4738,404,29,5,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Tikungan,Laki-laki,<17,Tidak
1/1/2025,2025,01,Bekasi,1787,279,24,39,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Lurus,Perempuan,>50,Ya
4/30/2023,2023,04,Surabaya,2119,214,27,14,Cerah,Dini Hari,Bus,Rem Blong,Jalan Kota,Baik,>60,Lurus,Perempuan,26-45,Ya
3/7/2023,2023,03,Bekasi,3907,136,21,23,Hujan,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Simpang 4,Laki-laki,<17,Tidak
6/14/2021,2021,06,Surabaya,4554,396,21,30,Hujan,Malam,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Lurus,Perempuan,>50,Ya
2/21/2022,2022,02,Bandung,3338,109,23,37,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,>50,Ya
7/13/2024,2024,07,Makassar,1350,301,30,29,Hujan,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang Y,Laki-laki,26-45,Ya
12/24/2023,2023,12,Palembang,2293,184,25,11,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,26-45,Tidak
4/8/2024,2024,04,Surabaya,4367,158,30,24,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang Y,Perempuan,26-45,Ya
1/3/2024,2024,01,Medan,1967,330,24,30,Cerah,Malam,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Simpang T,Perempuan,17-25,Tidak
6/5/2025,2025,06,Bekasi,4591,495,23,5,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Simpang 4,Perempuan,>50,Ya
8/14/2025,2025,08,Bandung,4282,209,29,9,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang Y,Perempuan,<17,Ya
8/1/2025,2025,08,Bekasi,3092,290,26,12,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,<17,Ya
5/12/2025,2025,05,Palembang,3260,128,30,4,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,<40,Lurus,Perempuan,17-25,Tidak
6/26/2022,2022,06,Bekasi,4833,199,27,19,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,<40,Simpang 4,Laki-laki,26-45,Ya
7/20/2025,2025,07,Medan,1502,113,23,36,Cerah,Malam,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang 4,Laki-laki,26-45,Ya
7/3/2022,2022,07,Yogyakarta,2739,256,20,4,Cerah,Siang,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,<17,Ya
4/22/2024,2024,04,Jakarta Selatan,1122,410,30,46,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Tikungan,Perempuan,<17,Tidak
8/28/2024,2024,08,Yogyakarta,3759,218,21,24,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Tidak
5/26/2025,2025,05,Surabaya,3624,300,26,13,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Tikungan,Laki-laki,17-25,Tidak
4/11/2023,2023,04,Jakarta Selatan,2050,464,22,20,Hujan,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,40-60,Lurus,Laki-laki,<17,Ya
10/6/2024,2024,10,Medan,2829,290,23,11,Hujan,Malam,Truk,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Tikungan,Laki-laki,26-45,Tidak
12/22/2023,2023,12,Semarang,4836,133,26,7,Cerah,Pagi,Motor,Rem Blong,Jalan Kota,Baik,<40,Simpang 4,Perempuan,>50,Tidak
1/12/2025,2025,01,Palembang,2795,119,26,16,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Baik,40-60,Simpang Y,Perempuan,17-25,Tidak
10/20/2022,2022,10,Bekasi,1691,168,26,13,Cerah,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Simpang T,Laki-laki,17-25,Ya
12/28/2021,2021,12,Makassar,1076,274,26,24,Hujan,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Simpang T,Laki-laki,<17,Tidak
1/25/2021,2021,01,Bandung,1803,313,29,24,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang 4,Perempuan,26-45,Tidak
9/17/2022,2022,09,Makassar,3658,216,30,31,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,17-25,Tidak
6/4/2021,2021,06,Surabaya,3171,305,30,10,Cerah,Siang,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Lurus,Perempuan,17-25,Tidak
8/29/2025,2025,08,Bekasi,1673,374,21,41,Hujan,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,<40,Simpang Y,Perempuan,>50,Tidak
9/27/2023,2023,09,Jakarta Timur,2639,470,26,52,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,>50,Ya
4/12/2025,2025,04,Palembang,4565,141,21,37,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Lurus,Perempuan,26-45,Ya
1/23/2021,2021,01,Medan,2434,353,23,11,Cerah,Dini Hari,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,26-45,Ya
6/15/2022,2022,06,Jakarta Selatan,2660,135,29,58,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,<17,Tidak
8/29/2024,2024,08,Palembang,1102,249,26,17,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Provinsi,Baik,>60,Simpang T,Perempuan,17-25,Tidak
1/4/2023,2023,01,Yogyakarta,3347,172,23,15,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Nasional,Baik,<40,Simpang 4,Perempuan,>50,Ya
11/25/2024,2024,11,Semarang,1476,351,28,39,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Lurus,Perempuan,17-25,Tidak
9/26/2024,2024,09,Bandung,2823,443,24,18,Cerah,Siang,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Laki-laki,17-25,Ya
5/26/2022,2022,05,Jakarta Selatan,2685,452,27,22,Hujan,Malam,Truk,Rem Blong,Jalan Nasional,Baik,<40,Simpang 4,Laki-laki,26-45,Ya
10/23/2024,2024,10,Bekasi,3598,448,23,41,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,26-45,Tidak
7/4/2022,2022,07,Jakarta Timur,1585,493,27,45,Cerah,Malam,Truk,Rem Blong,Jalan Nasional,Baik,>60,Simpang 4,Laki-laki,<17,Ya
