tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol,jenis_angkutan,status_kecelakaan,status_korban,eligible_santunan,dasar_hukum,jenis_santunan,estimasi_biaya_santunan
11/23/2022,2022,11,Bekasi,423,331,23,15,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Lurus,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18000000000
7/8/2021,2021,7,Bandung,266,475,26,10,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Kota,Berlubang,<40,Tikungan,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,25250000000
5/24/2022,2022,5,Bandung,459,366,22,8,Hujan,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,<40,Simpang 4,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/2/2023,2023,1,Medan,390,419,25,11,Hujan,Malam,Mobil,Rem Blong,Jalan Kota,Baik,40-60,Simpang Y,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22420000000
6/18/2025,2025,6,Bandung,992,254,25,42,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,14790000000
8/10/2023,2023,8,Palembang,635,193,28,27,Cerah,Pagi,Truk,Rem Blong,Jalan Provinsi,Berlubang,<40,Simpang Y,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11590000000
3/4/2021,2021,3,Medan,180,446,30,36,Cerah,Malam,Bus,Rem Blong,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,26-45,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,24520000000
1/20/2024,2024,1,Jakarta Timur,544,350,23,17,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18990000000
6/26/2022,2022,6,Bandung,668,418,26,66,Hujan,Pagi,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23520000000
2/23/2024,2024,2,Makassar,605,406,30,4,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/15/2021,2021,8,Bandung,272,296,30,12,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,>60,Simpang 4,Perempuan,<17,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,16540000000
5/1/2025,2025,5,Bandung,749,468,30,15,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25200000000
10/5/2021,2021,10,Bandung,389,358,20,11,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Tikungan,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19120000000
4/19/2025,2025,4,Jakarta Selatan,668,368,21,13,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Simpang 4,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,19710000000
2/20/2023,2023,2,Surabaya,492,336,25,10,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang 4,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,18250000000
12/9/2024,2024,12,Jakarta Timur,873,370,25,18,Cerah,Malam,Mobil,Rem Blong,Jalan Provinsi,Rusak,<40,Simpang Y,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20110000000
6/26/2022,2022,6,Bandung,580,154,21,10,Cerah,Pagi,Truk,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Tikungan,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
5/8/2024,2024,5,Bekasi,636,305,20,9,Cerah,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang Y,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/19/2023,2023,8,Bandung,565,398,24,2,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21140000000
7/7/2025,2025,7,Palembang,805,213,24,16,Cerah,Siang,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,>60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12170000000
11/15/2021,2021,11,Makassar,332,266,27,40,Cerah,Dini Hari,Mobil,Kondisi Jalan,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/31/2024,2024,10,Bandung,676,485,24,12,Cerah,Dini Hari,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25690000000
12/7/2022,2022,12,Jakarta Timur,742,147,23,36,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,<40,Lurus,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/13/2025,2025,11,Jakarta Timur,880,149,22,10,Cerah,Siang,Mobil,Rem Blong,Jalan Nasional,Berlubang,<40,Simpang 4,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8750000000
6/3/2025,2025,6,Bandung,980,108,28,28,Hujan,Malam,Truk,Kecepatan Berlebih,Jalan Nasional,Baik,>60,Simpang Y,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7360000000
5/1/2023,2023,5,Jakarta Timur,593,262,22,37,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/2/2024,2024,12,Palembang,836,157,22,35,Hujan,Malam,Motor,Rem Blong,Jalan Provinsi,Rusak,40-60,Tikungan,Laki-laki,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9650000000
8/27/2024,2024,8,Medan,729,212,24,2,Cerah,Dini Hari,Bus,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Simpang 4,Perempuan,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,11840000000
3/22/2023,2023,3,Bekasi,463,374,24,11,Hujan,Pagi,Truk,Kondisi Jalan,Jalan Kota,Rusak,>60,Lurus,Laki-laki,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20120000000
7/31/2025,2025,7,Surabaya,823,127,26,11,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Lurus,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,7870000000
9/18/2023,2023,9,Palembang,571,116,26,6,Cerah,Dini Hari,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Tikungan,Perempuan,17-25,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,7220000000
6/6/2021,2021,6,Bandung,495,337,22,22,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang Y,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18390000000
2/15/2022,2022,2,Semarang,319,249,30,43,Cerah,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Simpang T,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/28/2023,2023,2,Semarang,519,405,22,5,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang T,Laki-laki,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,21450000000
4/26/2021,2021,4,Bandung,187,307,29,12,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Simpang T,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17040000000
12/5/2022,2022,12,Jakarta Selatan,703,275,30,28,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Kota,Berlubang,<40,Tikungan,Laki-laki,>50,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,15810000000
12/8/2021,2021,12,Surabaya,633,165,28,37,Hujan,Siang,Bus,Rem Blong,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10390000000
12/29/2022,2022,12,Semarang,753,289,27,8,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15960000000
10/29/2021,2021,10,Surabaya,413,222,30,16,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12920000000
2/6/2024,2024,2,Makassar,551,206,23,43,Hujan,Pagi,Motor,Rem Blong,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12310000000
7/24/2025,2025,7,Jakarta Timur,752,142,28,5,Hujan,Pagi,Bus,Rem Blong,Jalan Kota,Rusak,>60,Simpang Y,Perempuan,26-45,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,8600000000
6/10/2025,2025,6,Bekasi,1084,451,20,5,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Baik,>60,Simpang 4,Perempuan,17-25,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,23650000000
3/11/2022,2022,3,Bekasi,293,305,28,49,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17630000000
4/3/2024,2024,4,Bekasi,679,411,25,9,Cerah,Malam,Motor,Kondisi Jalan,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,17-25,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/11/2025,2025,4,Bekasi,789,210,30,39,Hujan,Dini Hari,Motor,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/23/2021,2021,9,Yogyakarta,392,358,22,29,Hujan,Dini Hari,Motor,Rem Blong,Jalan Provinsi,Berlubang,>60,Tikungan,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/15/2023,2023,6,Yogyakarta,630,497,21,25,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Baik,<40,Simpang 4,Laki-laki,26-45,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,26400000000
5/22/2022,2022,5,Makassar,347,202,24,24,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Provinsi,Rusak,>60,Tikungan,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11780000000
10/21/2021,2021,10,Surabaya,277,313,26,4,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Nasional,Rusak,40-60,Simpang 4,Laki-laki,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/14/2024,2024,8,Medan,725,383,29,38,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/30/2021,2021,1,Jakarta Selatan,234,334,21,9,Cerah,Pagi,Motor,Rem Blong,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,17930000000
7/19/2021,2021,7,Yogyakarta,322,190,24,7,Hujan,Malam,Bus,Rem Blong,Jalan Nasional,Baik,>60,Tikungan,Perempuan,26-45,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10840000000
7/4/2024,2024,7,Makassar,640,191,22,7,Cerah,Siang,Bus,Rem Blong,Jalan Provinsi,Berlubang,<40,Simpang T,Perempuan,<17,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10790000000
5/4/2025,2025,5,Medan,703,294,28,28,Cerah,Siang,Truk,Kelalaian Pengemudi,Jalan Nasional,Berlubang,40-60,Simpang Y,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16660000000
8/3/2025,2025,8,Palembang,757,352,28,11,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang T,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/3/2021,2021,10,Makassar,294,476,29,25,Cerah,Malam,Motor,Kondisi Jalan,Jalan Nasional,Rusak,<40,Lurus,Perempuan,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25750000000
8/18/2024,2024,8,Surabaya,733,162,20,38,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9860000000
5/20/2023,2023,5,Jakarta Selatan,496,453,27,10,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,>60,Tikungan,Laki-laki,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/8/2023,2023,10,Palembang,651,369,20,48,Hujan,Pagi,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang 4,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20410000000
7/20/2021,2021,7,Palembang,350,190,23,10,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10850000000
7/15/2023,2023,7,Jakarta Timur,553,153,20,35,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Lurus,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,9350000000
1/20/2021,2021,1,Bandung,292,408,23,13,Hujan,Malam,Bus,Kecepatan Berlebih,Jalan Kota,Baik,<40,Tikungan,Laki-laki,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,21810000000
10/11/2021,2021,10,Jakarta Selatan,404,331,22,12,Hujan,Pagi,Truk,Rem Blong,Jalan Provinsi,Berlubang,>60,Simpang Y,Laki-laki,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/2/2024,2024,6,Palembang,918,407,27,44,Cerah,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,>60,Lurus,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22580000000
1/7/2024,2024,1,Yogyakarta,514,353,25,9,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Simpang Y,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
10/9/2025,2025,10,Yogyakarta,852,192,25,2,Hujan,Siang,Truk,Kondisi Jalan,Jalan Provinsi,Baik,>60,Simpang T,Laki-laki,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10890000000
3/15/2021,2021,3,Jakarta Timur,167,289,23,15,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Nasional,Baik,>60,Lurus,Perempuan,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
4/2/2022,2022,4,Jakarta Timur,304,357,25,5,Hujan,Malam,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang Y,Perempuan,<17,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,19200000000
11/7/2025,2025,11,Yogyakarta,823,148,25,10,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Provinsi,Berlubang,>60,Tikungan,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/24/2025,2025,6,Medan,1037,407,22,42,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Berlubang,40-60,Tikungan,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,22290000000
2/14/2024,2024,2,Bekasi,546,174,24,22,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,>60,Lurus,Laki-laki,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
1/16/2021,2021,1,Semarang,201,184,24,37,Cerah,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,>50,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
3/20/2024,2024,3,Yogyakarta,639,135,20,16,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8070000000
11/9/2025,2025,11,Palembang,875,290,30,35,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,<17,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
11/18/2022,2022,11,Medan,425,402,26,7,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,17-25,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,21540000000
5/13/2021,2021,5,Yogyakarta,318,141,25,13,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Lurus,Perempuan,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
2/2/2024,2024,2,Surabaya,629,259,30,43,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,15310000000
3/1/2023,2023,3,Makassar,555,314,28,36,Cerah,Pagi,Bus,Kondisi Jalan,Jalan Nasional,Baik,<40,Lurus,Laki-laki,26-45,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,17820000000
3/5/2023,2023,3,Semarang,542,181,21,13,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Provinsi,Berlubang,>60,Tikungan,Perempuan,>50,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,10360000000
9/15/2021,2021,9,Bandung,265,210,27,29,Hujan,Dini Hari,Mobil,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Tikungan,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12430000000
6/27/2021,2021,6,Bekasi,442,404,24,14,Hujan,Siang,Motor,Kelalaian Pengemudi,Jalan Kota,Rusak,<40,Simpang T,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,21680000000
7/5/2025,2025,7,Bandung,781,360,29,40,Hujan,Malam,Mobil,Rem Blong,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,20250000000
7/18/2024,2024,7,Palembang,682,174,21,22,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Simpang T,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10190000000
9/30/2025,2025,9,Bekasi,820,369,29,31,Cerah,Dini Hari,Bus,Kurang Jarak Aman,Jalan Provinsi,Berlubang,40-60,Simpang T,Perempuan,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20520000000
12/6/2021,2021,12,Bekasi,618,480,20,6,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,<40,Lurus,Perempuan,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25120000000
5/4/2021,2021,5,Medan,351,245,23,8,Hujan,Malam,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Lurus,Laki-laki,>50,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,13560000000
1/23/2025,2025,1,Jakarta Timur,645,438,26,9,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Nasional,Baik,<40,Simpang Y,Perempuan,<17,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,23380000000
1/2/2024,2024,1,Surabaya,634,214,29,6,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Simpang 4,Perempuan,26-45,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
6/8/2023,2023,6,Palembang,739,206,20,12,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Rusak,>60,Simpang Y,Laki-laki,>50,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11540000000
9/3/2023,2023,9,Makassar,609,420,29,25,Cerah,Siang,Bus,Kondisi Jalan,Jalan Nasional,Rusak,40-60,Lurus,Laki-laki,<17,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,22950000000
5/16/2025,2025,5,Palembang,794,382,25,36,Hujan,Dini Hari,Bus,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Lurus,Laki-laki,>50,Ya,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,21070000000
4/20/2022,2022,4,Surabaya,368,299,20,3,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,40-60,Tikungan,Laki-laki,26-45,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/15/2022,2022,12,Bekasi,626,333,20,37,Hujan,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,40-60,Simpang Y,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,18390000000
5/17/2024,2024,5,Jakarta Selatan,623,240,20,17,Hujan,Siang,Truk,Kondisi Jalan,Jalan Provinsi,Baik,>60,Tikungan,Laki-laki,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
9/8/2023,2023,9,Makassar,531,139,27,11,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Simpang Y,Laki-laki,17-25,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8520000000
8/7/2023,2023,8,Jakarta Timur,502,184,28,21,Cerah,Siang,Mobil,Rem Blong,Jalan Kota,Berlubang,>60,Tikungan,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,11020000000
8/15/2025,2025,8,Bandung,731,142,28,4,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Kota,Baik,<40,Lurus,Laki-laki,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,8580000000
11/24/2024,2024,11,Palembang,711,405,26,18,Hujan,Pagi,Motor,Kurang Jarak Aman,Jalan Provinsi,Baik,40-60,Simpang Y,Perempuan,<17,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
8/17/2024,2024,8,Bekasi,749,498,20,4,Hujan,Dini Hari,Truk,Rem Blong,Jalan Kota,Rusak,40-60,Simpang 4,Perempuan,26-45,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,25980000000
11/25/2021,2021,11,Bandung,357,286,24,30,Cerah,Siang,Motor,Rem Blong,Jalan Kota,Baik,40-60,Lurus,Perempuan,17-25,Ya,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,16100000000
6/11/2025,2025,6,Yogyakarta,849,491,23,16,Hujan,Malam,Bus,Rem Blong,Jalan Nasional,Rusak,>60,Simpang 4,Laki-laki,<17,Tidak,umum,tunggal,penumpang,ya,UU 33/1964,meninggal,26020000000
1/2/2024,2024,1,Semarang,640,406,26,28,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Simpang Y,Perempuan,17-25,Tidak,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/22/2022,2022,12,Palembang,769,187,26,10,Hujan,Dini Hari,Motor,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,26-45,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,10850000000
11/11/2025,2025,11,Jakarta Timur,906,377,24,23,Hujan,Siang,Bus,Kecepatan Berlebih,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,<17,Tidak,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,20510000000
10/13/2025,2025,10,Makassar,843,353,25,5,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,>60,Simpang Y,Laki-laki,>50,Ya,pribadi,tunggal,pengemudi,tidak,tidak_dijamin,tidak_ada,0
12/8/2023,2023,12,Medan,750,228,24,8,Cerah,Siang,Truk,Kondisi Jalan,Jalan Nasional,Baik,<40,Lurus,Perempuan,<17,Tidak,pribadi,multi_kendaraan,pengemudi,ya,UU 34/1964,meninggal,12760000000
3/26/2025,2025,3,Jakarta Selatan,727,218,25,23,Cerah,Siang,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Tikungan,Laki-laki,>50,Ya,umum,multi_kendaraan,penumpang,ya,UU 33/1964,meninggal,12610000000
